,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Points,salary,variance,stdev
138,Miguel Cabrera,Rougned Odor,Shin-Soo Choo,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.652916667,49800.0,304.051601146,17.4370754757
139,Troy Tulowitzki,Edwin Encarnacion,Miguel Sano,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.652583333,49800.0,313.5848323,17.7083266375
140,Miguel Cabrera,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.648583333,49500.0,327.520337138,18.0975229559
141,Miguel Cabrera,Brian McCann,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.64725,49800.0,320.046461855,17.8898424212
142,Miguel Cabrera,Victor Martinez,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,109.64525,49100.0,308.656863989,17.5686329573
143,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.643916667,47500.0,290.940279493,17.0569715804
144,Brian McCann,Jose Altuve,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.642916667,49500.0,247.919515717,15.7454601621
145,Miguel Cabrera,Nomar Mazara,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.642583333,48100.0,285.005186763,16.8820966341
146,Troy Tulowitzki,Edwin Encarnacion,Victor Martinez,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.640583333,49900.0,325.054574626,18.0292699416
147,Victor Martinez,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.64025,49800.0,342.781785865,18.5143670123
148,Miguel Cabrera,Jason Kipnis,Stephen Vogt,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.637583333,48100.0,262.89096789,16.2139127878
149,Miguel Cabrera,Miguel Sano,Jurickson Profar,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.63725,49300.0,293.777912961,17.1399507864
150,Miguel Cabrera,Victor Martinez,Rougned Odor,Carlos Beltran,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.63325,50000.0,290.551361911,17.0455672217
151,Russell Martin,Miguel Cabrera,Shin-Soo Choo,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.628916667,49000.0,262.869497156,16.2132506659
152,Miguel Cabrera,Rougned Odor,Miguel Sano,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.626916667,49900.0,313.930453474,17.7180826693
153,Troy Tulowitzki,Miguel Cabrera,Miguel Sano,Brian McCann,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.623583333,50000.0,332.047529366,18.222171368
154,Ian Kinsler,Miguel Cabrera,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.61825,49600.0,321.884619663,17.9411432095
155,Miguel Cabrera,Jason Kipnis,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.617916667,48500.0,190.731005614,13.8105396569
156,Edwin Encarnacion,Rougned Odor,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.61425,50000.0,312.000960999,17.6635489356
157,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Jason Kipnis,Rich Hill,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.606916667,49800.0,310.618965156,17.6243855256
158,Miguel Cabrera,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Wilson Ramos,Bryce Harper,109.60625,49000.0,392.04717335,19.8001811444
159,Miguel Cabrera,Jose Altuve,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.599916667,49300.0,222.783660921,14.9259391973
160,Troy Tulowitzki,Edwin Encarnacion,Victor Martinez,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.598916667,49400.0,298.06348116,17.2645150862
161,Miguel Cabrera,Brian McCann,Jose Altuve,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.598583333,49600.0,226.378528855,15.0458807936
162,Russell Martin,Edwin Encarnacion,Josh Reddick,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.59825,49300.0,314.248321542,17.7270505596
163,Edwin Encarnacion,Victor Martinez,Nomar Mazara,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.597583333,50000.0,282.845562511,16.8180130369
164,Steven Moya,Miguel Cabrera,Victor Martinez,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.596916667,49000.0,309.193058921,17.5838863429
165,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Brian McCann,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.595916667,49200.0,317.399751374,17.8157164148
166,Miguel Cabrera,Rougned Odor,Ian Desmond,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.593583333,49900.0,316.90228115,17.8017493846
167,Carlos Santana,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.59225,50000.0,317.639568846,17.8224456472
168,Miguel Cabrera,Victor Martinez,Shin-Soo Choo,Jed Lowrie,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.589916667,50000.0,304.657116273,17.4544297035
169,Miguel Cabrera,Shin-Soo Choo,Stephen Vogt,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.589583333,49800.0,266.287815306,16.3183275891
170,Miguel Cabrera,Rougned Odor,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.588583333,50000.0,329.737876762,18.1586859867
171,Miguel Cabrera,Brian McCann,Rich Hill,Cody Asche,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.58825,49300.0,271.917648117,16.4899256553
172,Miguel Cabrera,Victor Martinez,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Jayson Werth,Bryce Harper,109.587916667,50000.0,389.962104749,19.7474581845
173,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.586583333,48400.0,317.37864685,17.8151241043
174,Miguel Cabrera,Nomar Mazara,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.58525,49000.0,309.848612283,17.6025172144
175,Ian Kinsler,Miguel Cabrera,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.584583333,49200.0,300.43027746,17.3329246655
176,Miguel Cabrera,Miguel Sano,Jason Kipnis,Rich Hill,Cameron Rupp,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.58425,49900.0,269.882774359,16.4281092752
177,Miguel Cabrera,Victor Martinez,Jurickson Profar,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.583583333,48900.0,278.697303847,16.6942296572
178,Edwin Encarnacion,Rougned Odor,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.580583333,49600.0,306.218198212,17.4990913539
179,Miguel Cabrera,Stephen Vogt,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.58025,49000.0,302.002152885,17.3782091392
180,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Rougned Odor,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.579583333,48900.0,314.417998155,17.7318357243
181,Miguel Cabrera,Victor Martinez,Rougned Odor,Nomar Mazara,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.57825,49500.0,314.766991587,17.7416738666
182,Brian McCann,Jason Kipnis,George Springer,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.576583333,48900.0,215.151626532,14.6680478092
183,Miguel Sano,Jason Kipnis,Rich Hill,Mark Reynolds,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.575916667,50000.0,330.74030807,18.1862670186
184,Miguel Cabrera,George Springer,Rich Hill,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.57525,49200.0,211.185550462,14.5322245531
185,Troy Tulowitzki,Miguel Cabrera,Miguel Sano,Brian McCann,Jose Altuve,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.574916667,49800.0,245.152943515,15.6573606816
186,Russell Martin,Miguel Cabrera,Shin-Soo Choo,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.571583333,49900.0,285.424432645,16.8945089495
187,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.569916667,49600.0,321.770570358,17.9379644987
188,Miguel Cabrera,Rougned Odor,Shin-Soo Choo,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.568583333,50000.0,309.338058143,17.5880089306
189,Brian McCann,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.564916667,49400.0,409.877841195,20.2454400099
190,Miguel Cabrera,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Wilson Ramos,Bryce Harper,109.564583333,48500.0,352.838199692,18.7839878538
191,Miguel Cabrera,Brian McCann,Jed Lowrie,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.562583333,47900.0,298.146605614,17.2669222971
192,Miguel Cabrera,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,109.560583333,49400.0,289.14860027,17.0043700345
193,Victor Martinez,Carlos Santana,Jason Kipnis,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.55725,49900.0,187.229574493,13.6831858313
194,Miguel Cabrera,Miguel Sano,Francisco Lindor,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.556583333,49600.0,266.50179591,16.3248827227
195,Steven Moya,Miguel Cabrera,Victor Martinez,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.55525,48500.0,313.842868813,17.7156108789
196,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.55425,48700.0,281.820249328,16.7875027722
197,Miguel Cabrera,Shin-Soo Choo,Jason Kipnis,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.547916667,49300.0,262.745248184,16.2094185023
198,Miguel Cabrera,Brian McCann,Jason Kipnis,Rich Hill,Cody Asche,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.546583333,48800.0,270.962302202,16.4609326043
199,Miguel Cabrera,Victor Martinez,Francisco Lindor,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.544583333,49700.0,293.125165445,17.1208984999
200,Miguel Cabrera,Victor Martinez,Miguel Sano,Jason Kipnis,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.543916667,50000.0,214.355055485,14.6408693555
201,Miguel Cabrera,Brian Dozier,Brian McCann,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.543583333,49700.0,183.913401502,13.5614675276
202,Ian Kinsler,Brian McCann,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.54325,49600.0,296.569343371,17.2211887909
203,Russell Martin,Miguel Cabrera,Rougned Odor,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.53725,48300.0,281.565873726,16.7799247235
204,Edwin Encarnacion,Carlos Beltran,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.535583333,49600.0,294.721711538,17.1674608355
205,Miguel Cabrera,Jason Kipnis,George Springer,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.533583333,48700.0,185.056723164,13.6035555339
206,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Rich Hill,DJ LeMahieu,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.531583333,49400.0,322.627021419,17.9618212167
207,Josh Reddick,Rich Hill,Mark Reynolds,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.53125,49000.0,405.330173128,20.1328133436
208,Miguel Cabrera,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,109.52825,48200.0,290.193717185,17.0350731488
209,Russell Martin,Miguel Cabrera,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.527583333,49000.0,294.499990565,17.1610020268
210,Miguel Cabrera,Stephen Vogt,Rich Hill,DJ LeMahieu,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.52525,50000.0,309.615595099,17.5958971098
211,Miguel Sano,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.523916667,49900.0,307.027342237,17.5221957025
212,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.523583333,49000.0,348.947381317,18.6801333324
213,Brian McCann,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.52325,48900.0,348.739599381,18.674570929
214,Edwin Encarnacion,Nomar Mazara,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.52225,49600.0,291.231415017,17.0655036555
215,Miguel Cabrera,Rich Hill,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.521916667,49200.0,365.907310129,19.1287038277
216,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Jose Altuve,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.52125,49400.0,237.909583706,15.4243179332
217,Victor Martinez,Jason Kipnis,Khris Davis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.520916667,49900.0,315.110220953,17.7513442013
218,Miguel Cabrera,Victor Martinez,Nomar Mazara,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.519916667,50000.0,229.880984607,15.1618265591
219,Brian McCann,George Springer,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.51925,49800.0,264.248516131,16.2557225656
220,Edwin Encarnacion,Victor Martinez,Jed Lowrie,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.517583333,49800.0,295.729727877,17.1967941163
221,Edwin Encarnacion,Stephen Vogt,Josh Reddick,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.51725,49600.0,301.592205325,17.3664102602
222,Miguel Cabrera,Rougned Odor,Carlos Beltran,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.51625,49100.0,310.020453052,17.6073976797
223,Miguel Cabrera,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Daniel Murphy,Wilson Ramos,Bryce Harper,109.50725,49400.0,400.260616609,20.0065143543
224,Carlos Santana,Brian McCann,Jose Altuve,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.506583333,49600.0,223.444470213,14.9480590785
225,Victor Martinez,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.503916667,49900.0,299.911625776,17.3179567437
226,Miguel Cabrera,Victor Martinez,Francisco Lindor,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.502916667,49200.0,278.105849239,16.6765059062
227,Ian Kinsler,Miguel Cabrera,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.50025,49400.0,297.781334301,17.2563418575
228,Russell Martin,Edwin Encarnacion,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.49925,49700.0,343.010632245,18.5205462189
229,Ian Kinsler,Miguel Cabrera,Brian McCann,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.498916667,49700.0,310.16197776,17.6114161202
230,Steven Moya,Miguel Cabrera,Victor Martinez,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.497916667,49400.0,346.565048317,18.6162576346
231,Edwin Encarnacion,George Springer,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.497583333,50000.0,260.537913686,16.1411868735
232,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Brian McCann,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.496916667,49600.0,315.680973381,17.7674132439
233,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,George Springer,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.496583333,49300.0,241.084139147,15.5268843992
234,Edwin Encarnacion,Rougned Odor,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.49625,49800.0,304.994001079,17.4640774471
235,Miguel Cabrera,Brian Dozier,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.49025,49700.0,303.945597056,17.4340355929
236,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Jason Kipnis,Rich Hill,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.489916667,48900.0,310.927470413,17.6331355809
237,Jason Kipnis,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.489583333,48500.0,333.513612407,18.2623550619
238,Miguel Cabrera,Brian McCann,Rich Hill,Cody Asche,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.48925,49700.0,297.273168015,17.241611526
239,Miguel Cabrera,Khris Davis,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.486916667,49100.0,336.668364347,18.3485248548
240,Miguel Cabrera,Jason Kipnis,Stephen Vogt,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.483583333,49500.0,271.176160532,16.4674272591
